"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Apr 13 20:51:38 GMT 2023","Thu Apr 13 20:51:38 GMT 2023","53","test","test_conduit","TestConduit","","","test_apply_privacy_statement_as_cookies",""
"passed","Thu Apr 13 20:52:07 GMT 2023","Thu Apr 13 20:52:11 GMT 2023","3872","test","test_conduit","TestConduit","","","test_modify_data",""
"passed","Thu Apr 13 20:51:50 GMT 2023","Thu Apr 13 20:51:52 GMT 2023","2341","test","test_conduit","TestConduit","","","test_navigation_links",""
"passed","Thu Apr 13 20:51:46 GMT 2023","Thu Apr 13 20:51:49 GMT 2023","2393","test","test_conduit","TestConduit","","","test_listed_datas",""
"passed","Thu Apr 13 20:51:39 GMT 2023","Thu Apr 13 20:51:42 GMT 2023","2379","test","test_conduit","TestConduit","","","test_sign_up",""
"passed","Thu Apr 13 20:51:43 GMT 2023","Thu Apr 13 20:51:45 GMT 2023","2261","test","test_conduit","TestConduit","","","test_sign_in",""
"passed","Thu Apr 13 20:52:22 GMT 2023","Thu Apr 13 20:52:27 GMT 2023","4309","test","test_conduit","TestConduit","","","test_sign_out",""
"passed","Thu Apr 13 20:52:12 GMT 2023","Thu Apr 13 20:52:18 GMT 2023","5528","test","test_conduit","TestConduit","","","test_delete_data",""
"passed","Thu Apr 13 20:51:53 GMT 2023","Thu Apr 13 20:51:57 GMT 2023","3472","test","test_conduit","TestConduit","","","test_write_new_data",""
"passed","Thu Apr 13 20:52:19 GMT 2023","Thu Apr 13 20:52:21 GMT 2023","2430","test","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Apr 13 20:51:58 GMT 2023","Thu Apr 13 20:52:06 GMT 2023","8166","test","test_conduit","TestConduit","","","test_new_data_from_file_constantly",""
