"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 15 16:19:45 GMT 2023","Sat Apr 15 16:19:47 GMT 2023","2406","test","test_conduit","TestConduit","","","test_save_data",""
"passed","Sat Apr 15 16:19:07 GMT 2023","Sat Apr 15 16:19:10 GMT 2023","2259","test","test_conduit","TestConduit","","","test_sign_in",""
"passed","Sat Apr 15 16:19:48 GMT 2023","Sat Apr 15 16:19:52 GMT 2023","4292","test","test_conduit","TestConduit","","","test_sign_out",""
"passed","Sat Apr 15 16:19:38 GMT 2023","Sat Apr 15 16:19:44 GMT 2023","5516","test","test_conduit","TestConduit","","","test_delete_data",""
"passed","Sat Apr 15 16:18:59 GMT 2023","Sat Apr 15 16:19:01 GMT 2023","2054","test","test_conduit","TestConduit","","","test_apply_privacy_statement_as_cookies",""
"passed","Sat Apr 15 16:19:24 GMT 2023","Sat Apr 15 16:19:32 GMT 2023","8085","test","test_conduit","TestConduit","","","test_new_data_from_file_constantly",""
"passed","Sat Apr 15 16:19:11 GMT 2023","Sat Apr 15 16:19:13 GMT 2023","2362","test","test_conduit","TestConduit","","","test_listed_datas",""
"passed","Sat Apr 15 16:19:14 GMT 2023","Sat Apr 15 16:19:17 GMT 2023","2411","test","test_conduit","TestConduit","","","test_navigation_links",""
"passed","Sat Apr 15 16:19:33 GMT 2023","Sat Apr 15 16:19:37 GMT 2023","3820","test","test_conduit","TestConduit","","","test_modify_data",""
"passed","Sat Apr 15 16:19:02 GMT 2023","Sat Apr 15 16:19:06 GMT 2023","4363","test","test_conduit","TestConduit","","","test_sign_up",""
"passed","Sat Apr 15 16:19:18 GMT 2023","Sat Apr 15 16:19:23 GMT 2023","5195","test","test_conduit","TestConduit","","","test_write_new_data",""
