"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 15 15:59:03 GMT 2023","Sat Apr 15 15:59:07 GMT 2023","4502","test","test_conduit","TestConduit","","","test_sign_up",""
"passed","Sat Apr 15 15:59:40 GMT 2023","Sat Apr 15 15:59:46 GMT 2023","5556","test","test_conduit","TestConduit","","","test_delete_data",""
"passed","Sat Apr 15 15:59:19 GMT 2023","Sat Apr 15 15:59:24 GMT 2023","4782","test","test_conduit","TestConduit","","","test_write_new_data",""
"passed","Sat Apr 15 15:59:36 GMT 2023","Sat Apr 15 15:59:39 GMT 2023","3800","test","test_conduit","TestConduit","","","test_modify_data",""
"passed","Sat Apr 15 15:59:15 GMT 2023","Sat Apr 15 15:59:18 GMT 2023","2428","test","test_conduit","TestConduit","","","test_navigation_links",""
"passed","Sat Apr 15 15:59:51 GMT 2023","Sat Apr 15 15:59:55 GMT 2023","4306","test","test_conduit","TestConduit","","","test_sign_out",""
"passed","Sat Apr 15 15:59:47 GMT 2023","Sat Apr 15 15:59:50 GMT 2023","2412","test","test_conduit","TestConduit","","","test_save_data",""
"passed","Sat Apr 15 15:59:08 GMT 2023","Sat Apr 15 15:59:11 GMT 2023","2258","test","test_conduit","TestConduit","","","test_sign_in",""
"passed","Sat Apr 15 15:59:25 GMT 2023","Sat Apr 15 15:59:34 GMT 2023","9538","test","test_conduit","TestConduit","","","test_new_data_from_file_constantly",""
"passed","Sat Apr 15 15:59:12 GMT 2023","Sat Apr 15 15:59:14 GMT 2023","2399","test","test_conduit","TestConduit","","","test_listed_datas",""
"passed","Sat Apr 15 15:58:59 GMT 2023","Sat Apr 15 15:59:01 GMT 2023","2099","test","test_conduit","TestConduit","","","test_apply_privacy_statement_as_cookies",""
