"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 15 16:05:04 GMT 2023","Sat Apr 15 16:05:10 GMT 2023","5806","test","test_conduit","TestConduit","","","test_delete_data",""
"passed","Sat Apr 15 16:05:15 GMT 2023","Sat Apr 15 16:05:19 GMT 2023","4418","test","test_conduit","TestConduit","","","test_sign_out",""
"passed","Sat Apr 15 16:04:30 GMT 2023","Sat Apr 15 16:04:33 GMT 2023","2354","test","test_conduit","TestConduit","","","test_sign_in",""
"passed","Sat Apr 15 16:04:37 GMT 2023","Sat Apr 15 16:04:40 GMT 2023","2566","test","test_conduit","TestConduit","","","test_navigation_links",""
"passed","Sat Apr 15 16:04:41 GMT 2023","Sat Apr 15 16:04:46 GMT 2023","5208","test","test_conduit","TestConduit","","","test_write_new_data",""
"passed","Sat Apr 15 16:04:59 GMT 2023","Sat Apr 15 16:05:03 GMT 2023","4164","test","test_conduit","TestConduit","","","test_modify_data",""
"passed","Sat Apr 15 16:05:11 GMT 2023","Sat Apr 15 16:05:14 GMT 2023","2559","test","test_conduit","TestConduit","","","test_save_data",""
"passed","Sat Apr 15 16:04:24 GMT 2023","Sat Apr 15 16:04:29 GMT 2023","4664","test","test_conduit","TestConduit","","","test_sign_up",""
"passed","Sat Apr 15 16:04:34 GMT 2023","Sat Apr 15 16:04:36 GMT 2023","2497","test","test_conduit","TestConduit","","","test_listed_datas",""
"passed","Sat Apr 15 16:04:48 GMT 2023","Sat Apr 15 16:04:58 GMT 2023","9961","test","test_conduit","TestConduit","","","test_new_data_from_file_constantly",""
"passed","Sat Apr 15 16:04:21 GMT 2023","Sat Apr 15 16:04:23 GMT 2023","2125","test","test_conduit","TestConduit","","","test_apply_privacy_statement_as_cookies",""
