"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 21:09:52 GMT 2023","Thu Apr 13 21:09:54 GMT 2023","2411","test","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Apr 13 21:09:19 GMT 2023","Thu Apr 13 21:09:21 GMT 2023","2378","test","test_conduit","TestConduit","","","test_listed_datas",""
"passed","Thu Apr 13 21:09:26 GMT 2023","Thu Apr 13 21:09:29 GMT 2023","3477","test","test_conduit","TestConduit","","","test_write_new_data",""
"passed","Thu Apr 13 21:09:16 GMT 2023","Thu Apr 13 21:09:18 GMT 2023","2250","test","test_conduit","TestConduit","","","test_sign_in",""
"passed","Thu Apr 13 21:09:31 GMT 2023","Thu Apr 13 21:09:39 GMT 2023","8620","test","test_conduit","TestConduit","","","test_new_data_from_file_constantly",""
"passed","Thu Apr 13 21:09:55 GMT 2023","Thu Apr 13 21:10:00 GMT 2023","4304","test","test_conduit","TestConduit","","","test_sign_out",""
"passed","Thu Apr 13 21:09:10 GMT 2023","Thu Apr 13 21:09:15 GMT 2023","4397","test","test_conduit","TestConduit","","","test_sign_up",""
"passed","Thu Apr 13 21:09:45 GMT 2023","Thu Apr 13 21:09:51 GMT 2023","5540","test","test_conduit","TestConduit","","","test_delete_data",""
"passed","Thu Apr 13 21:09:07 GMT 2023","Thu Apr 13 21:09:09 GMT 2023","2077","test","test_conduit","TestConduit","","","test_apply_privacy_statement_as_cookies",""
"passed","Thu Apr 13 21:09:23 GMT 2023","Thu Apr 13 21:09:25 GMT 2023","2331","test","test_conduit","TestConduit","","","test_navigation_links",""
"passed","Thu Apr 13 21:09:40 GMT 2023","Thu Apr 13 21:09:44 GMT 2023","3864","test","test_conduit","TestConduit","","","test_modify_data",""
