"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 19 13:36:39 GMT 2023","Wed Apr 19 13:36:43 GMT 2023","3857","test","test_conduit","TestConduit","","","test_modify_data",""
"passed","Wed Apr 19 13:36:51 GMT 2023","Wed Apr 19 13:36:53 GMT 2023","2427","test","test_conduit","TestConduit","","","test_save_data",""
"passed","Wed Apr 19 13:36:07 GMT 2023","Wed Apr 19 13:36:11 GMT 2023","4369","test","test_conduit","TestConduit","","","test_sign_up",""
"passed","Wed Apr 19 13:36:23 GMT 2023","Wed Apr 19 13:36:28 GMT 2023","4803","test","test_conduit","TestConduit","","","test_write_new_data",""
"passed","Wed Apr 19 13:36:04 GMT 2023","Wed Apr 19 13:36:06 GMT 2023","2057","test","test_conduit","TestConduit","","","test_apply_privacy_statement_as_cookies",""
"passed","Wed Apr 19 13:36:29 GMT 2023","Wed Apr 19 13:36:37 GMT 2023","8552","test","test_conduit","TestConduit","","","test_new_data_from_file_constantly",""
"passed","Wed Apr 19 13:36:19 GMT 2023","Wed Apr 19 13:36:22 GMT 2023","2413","test","test_conduit","TestConduit","","","test_navigation_links",""
"passed","Wed Apr 19 13:36:54 GMT 2023","Wed Apr 19 13:36:59 GMT 2023","4328","test","test_conduit","TestConduit","","","test_sign_out",""
"passed","Wed Apr 19 13:36:16 GMT 2023","Wed Apr 19 13:36:18 GMT 2023","2381","test","test_conduit","TestConduit","","","test_listed_datas",""
"passed","Wed Apr 19 13:36:13 GMT 2023","Wed Apr 19 13:36:15 GMT 2023","2301","test","test_conduit","TestConduit","","","test_sign_in",""
"passed","Wed Apr 19 13:36:44 GMT 2023","Wed Apr 19 13:36:50 GMT 2023","5582","test","test_conduit","TestConduit","","","test_delete_data",""
